"","ATS.VI","TKA.VI","POST.VI","DOC.VI","AMAG.VI","UQA.VI","LNZ.VI","VER.VI","SEM.VI","WXF.VI","OMV.VI","SBO.VI","RBI.VI","AGR.VI","FLU.VI","WOL.VI","PYT.VI","CAI.VI","EBS.VI","VIG.VI","IIA.VI","STR.VI","ROS.VI","ZAG.VI"
"911",23.200001,7.57,38.060001,61.299999,49,8.43,104.5,33.860001,16.780001,1.345,46.099998,92.849998,24.309999,20.75,33.5,14.9,10.82,32.080002,35.349998,23.58,22.26,33.700001,51.799999,6.425
"912",23.299999,7.41,38.200001,61.700001,48.900002,8.54,104.5,34.799999,16.5,1.34,45.869999,95.900002,24.24,20.5,32.950001,14.9,10.92,31.76,34.860001,23.6,22.18,34,51.799999,6.82
"913",23.1,7.44,38.040001,61.700001,47.700001,8.415,104.5,34.959999,16.200001,1.32,45.630001,93.150002,24.5,21.15,32.799999,14.9,10.66,31.6,34.27,23.48,22.959999,33.849998,51,6.9
"914",23.1,7.46,37.580002,59.599998,48.299999,8.38,104,34.599998,16.139999,1.32,46.310001,95.650002,24.43,21.450001,33.5,14.9,10.74,31.68,34.650002,23.379999,23.24,34,52,7.23
"915",22.25,7.39,37.68,62.099998,48,8.325,103,34.459999,16.1,1.32,45.790001,96.849998,24.68,20.950001,33.75,14.9,10.88,32.060001,34.77,23.280001,23.280001,34.549999,51.400002,7.435
"916",22.85,7.37,37.240002,61.900002,46.799999,8.3,102.800003,33.959999,16.1,1.33,45.16,95.349998,24.049999,20.950001,33.849998,14.9,10.5,31.92,35.450001,23.200001,23.219999,36.200001,50,8.26
"917",21.9,7.4,37.119999,63.5,47.099998,8.305,102.900002,35.599998,16,1.31,44.830002,85.949997,23.719999,20.700001,34.5,14.5,10.54,31.440001,34.66,23.139999,23.200001,35.799999,49.799999,7.88
"918",22.1,7.4,37.18,62,47.400002,8.245,102.199997,36.720001,15.9,1.31,44.810001,85.300003,23.879999,20.75,34,13.8,10.8,31.42,35.169998,23.1,22.940001,35.450001,49.200001,7.92
"919",21.049999,7.4,37.220001,62.099998,47.400002,8.32,103.800003,37.959999,15.66,1.325,44.380001,87,24.110001,20.950001,33.799999,13.6,10.74,31.1,35.560001,23.379999,22.879999,35,50.799999,8.085
"920",21.15,7.47,37.259998,69.599998,48.099998,8.44,104.199997,39.259998,15.4,1.3,44.560001,87.599998,24.26,20.6,33.849998,13.6,11.14,31.700001,35.52,23.34,22.780001,35.200001,50.799999,7.98
"921",21.299999,7.2,36.18,75.099998,48,8.465,103.699997,39.060001,15.6,1.31,45.43,89.650002,24.41,20.65,34.700001,13.7,11.78,31.940001,36.080002,23.780001,22.82,34.950001,50.200001,7.945
"922",21.5,7.07,36.360001,76.599998,47.900002,8.445,103.699997,37.84,15.26,1.31,45.919998,88.300003,24.719999,20.700001,34.400002,14.3,11.9,31.459999,36.099998,23.780001,22.76,35.299999,49.299999,8.15
"923",21.700001,7.29,36.52,76.599998,48,8.54,104.199997,39.360001,15.1,1.31,46.09,87.099998,24.780001,20.700001,34.200001,15.4,12,31.58,36.650002,23.799999,22.639999,34.650002,49.700001,8.55
"924",21.75,7.24,36.400002,76.099998,47.799999,8.4,102.900002,39.380001,15.1,1.305,45.169998,86.900002,25.120001,20.75,34.700001,15.4,11.6,31.280001,37,23.879999,23.26,34.599998,49.200001,8.3
"925",21.5,7.25,36.439999,75,48.400002,8.385,103.699997,40.060001,15.1,1.31,45.130001,89.699997,25.42,20.799999,34.049999,14.9,11.6,31.440001,37.32,24.1,23.219999,33.900002,48.400002,8.705
"926",21.25,7.25,36.18,75.5,48.400002,8.39,104.199997,40.380001,15.22,1.32,45.75,90.400002,25.950001,20.5,34.299999,14.7,11.62,31.120001,37.759998,24.4,23.219999,33.549999,49.299999,9.17
"927",21.4,7.21,36.16,75.699997,48.400002,8.355,104.900002,39.5,15.2,1.3,46.389999,90.449997,25.5,19.719999,34.049999,13.8,11.92,31.219999,37.369999,24.639999,23.139999,33.75,50,8.815
"928",21.700001,7.05,35.919998,75.900002,48.299999,8.55,106,39.619999,15.2,1.35,45.939999,91.300003,25.950001,19.5,35.700001,14.1,12,31.200001,36.669998,24.58,22.940001,34.599998,50.200001,9.085
"929",20.9,6.9,36.220001,76.800003,48.400002,8.42,105.800003,40.799999,15.42,1.31,47.740002,93.650002,25.48,19.98,35.25,14.2,11.78,30.5,36.52,24.42,22.860001,34.599998,50.200001,9.09
"930",19.92,6.88,36.66,75.800003,48.400002,8.585,105.199997,41.52,15.3,1.31,48.5,96.5,25.530001,19.48,35.25,13.8,11.56,30.1,37.18,25.08,22.440001,34.650002,50.200001,9
"931",19.84,6.85,36.48,75.5,48.900002,8.75,104.300003,41.200001,15.4,1.31,49.080002,94.699997,25.389999,19.42,35.299999,13.3,11.18,29.9,36.709999,25.24,22.540001,34.25,50.799999,8.4
"932",19.84,6.86,36.259998,75,48.299999,8.78,89.099998,41.360001,15.46,1.295,48.57,92.949997,25.84,19.42,35,12.8,11.1,30.200001,36.919998,25.200001,22.4,34.950001,50.200001,8.5
"933",19.9,6.67,36.02,75.099998,48.299999,8.605,90.050003,42.419998,15.28,1.28,48.389999,94.449997,24.799999,19.299999,35.099998,12.7,10.96,30.780001,35.779999,24.58,22.440001,34,50.200001,8.21
"934",20.4,6.85,35.560001,75.199997,48.299999,8.62,89.550003,43.599998,15.3,1.29,49.259998,96.650002,25.379999,19.18,34.950001,13,10.7,30.299999,35.52,24.860001,22.52,34,49.099998,8.415
"935",20.450001,6.81,35.619999,75.5,48.299999,8.585,88.5,44.419998,15.3,1.3,48.720001,96,26.07,19.200001,35.299999,13.6,10.6,30.32,35.580002,24.799999,22.799999,34.049999,48.299999,8.42
"936",20.299999,6.74,35.68,75.300003,48.299999,8.615,90.099998,44.779999,15.32,1.275,49.209999,97.5,25.459999,19.4,35.5,13.4,10.86,30.940001,35.75,25.040001,22.98,34.200001,48.400002,8.25
"937",19.620001,6.62,35.32,75.300003,48.299999,8.68,89.099998,42.98,15.32,1.295,49.91,94.849998,25.43,19.139999,35.450001,13.1,10.74,30.02,36.740002,25.219999,22.540001,33.599998,48.299999,8.455
"938",19.1,6.6,35.66,74.099998,48.299999,8.505,87.099998,43.5,15.54,1.28,49.860001,91.650002,25.209999,19.5,35.400002,13.1,10.56,30.059999,36.200001,25,21.799999,33.200001,48.299999,8.15
"939",18.719999,6.4,35.52,74.199997,48.200001,8.415,82.800003,42.400002,15.78,1.285,49.43,90.050003,25.290001,19.02,35,12.9,10.44,30.1,36.23,24.6,21.639999,33.75,47.599998,8.095
"940",18.860001,6.29,35.639999,74.300003,47,8.395,83.75,41.82,15.54,1.28,50.200001,91.050003,25.309999,18.5,34.599998,12.5,10.4,30.639999,36.09,25,21.68,33.25,47.799999,8.46
"941",17.940001,6.49,35.639999,72.400002,47.299999,8.28,78.5,39.279999,15.54,1.23,49.52,88,24.610001,18.58,34.5,12.8,9.89,29.68,35.810001,24.42,21.08,32.25,46.900002,8.125
"942",18.02,6.56,35.5,68.699997,47.5,8.05,78,38.939999,15,1.255,48.41,86.449997,23.82,18.120001,34.549999,12.8,9.85,28.620001,35.900002,23.719999,20.379999,31.299999,44.5,7.61
"943",18.5,6.41,34.380001,68.099998,46.200001,7.94,79.150002,39.619999,14.86,1.26,48.389999,90.599998,24.219999,17.34,35.5,12.5,9.65,28.52,35.84,23.780001,20.16,31.65,44.200001,7.835
"944",19.219999,6.59,34.700001,67.300003,47.5,8.125,78.300003,38.84,15.44,1.25,49.57,87.650002,24.52,16.639999,33.700001,12.5,9.5,28.1,36.34,23.84,20.280001,31.4,44.799999,7.7
"945",19.76,6.57,35.32,71.5,46.200001,8.12,82.050003,40,15.6,1.28,49.049999,86,25.219999,16.440001,34.049999,12.5,9.62,29,37.040001,24.120001,21.059999,32.049999,45.400002,8.155
"946",19.780001,6.69,35.560001,74.400002,46.700001,8.14,82,40.18,15.6,1.27,49.5,85.150002,25.24,17.02,34.049999,12.5,9.71,29.66,36.82,23.959999,21.18,31.450001,44.599998,8.36
"947",19.200001,6.71,35.580002,78.300003,46.099998,8.15,83.650002,40.459999,15.2,1.245,49.150002,83.5,24.74,17.040001,33.75,12.5,9.59,29.459999,36.68,23.84,21.200001,32.650002,44.700001,8.33
"948",19.08,6.6,35.119999,78,46,8.18,82.050003,41.02,15.28,1.235,48.970001,83.150002,23.950001,17.200001,33.950001,12.5,9.47,29.559999,36.240002,23.799999,21.379999,32.299999,44.700001,7.91
"949",20.049999,6.53,35.139999,80,45,8.16,82.599998,40.080002,14.98,1.215,48.27,82.800003,24.49,17.280001,34.299999,12.5,9.43,29.9,36.48,23.700001,21.16,32,45.700001,8.43
"950",19.26,6.48,34.959999,79.599998,41.799999,8.02,80.300003,37.740002,14.9,1.19,46.470001,78.050003,24.120001,16.700001,33.349998,12.5,9.03,28.5,35.110001,23.299999,20.799999,31.049999,44.900002,8.14
"951",19.66,6.54,34.939999,75.599998,41.700001,7.97,78.800003,37.299999,15,1.18,45.200001,78.349998,23.48,17.16,33.799999,12.5,9,28.66,34.669998,23.24,20.58,30.75,44.900002,7.8
"952",20.299999,6.46,35.220001,77.300003,38.700001,7.935,79.099998,37.759998,15.1,1.17,45.790001,78.050003,24.15,17.98,33.299999,12.5,9,28.6,34.869999,23.16,20.540001,30.65,44.799999,7.86
"953",20.299999,6.46,35.220001,77.300003,38.700001,7.935,79.099998,37.759998,15.1,1.17,45.790001,78.050003,24.15,17.98,33.299999,12.5,9,28.6,34.869999,23.16,20.540001,30.65,44.799999,7.86
"954",19.42,6.5,35.5,79.199997,34.599998,8.12,77,36.119999,15,1.14,46.400002,78.449997,23.559999,17,33,12.5,9.19,27.98,35.040001,23.34,20.9,30.4,45.299999,8.1
"955",19.98,6.55,35.5,77.199997,35.799999,8.105,78.949997,34.900002,14.64,1.125,46.939999,75.849998,23.91,17.219999,33.25,12.3,9.24,28.200001,35.330002,23.16,20.559999,31.200001,45.400002,8.36
"956",20.950001,6.56,35.880001,80.199997,35,8.25,80.150002,35.599998,14.6,1.175,49.130001,79.199997,24.1,17.6,34.299999,12.3,9.12,28.74,36,23.5,21.059999,31.049999,45,8.02
"957",20.950001,6.56,35.880001,80.199997,35,8.25,80.150002,35.599998,14.6,1.175,49.130001,79.199997,24.1,17.6,34.299999,12.3,9.12,28.74,36,23.5,21.059999,31.049999,45,8.02
"958",21.15,6.81,36.200001,81.800003,36.200001,8.255,81.400002,36.5,14.8,1.2,49.009998,79.449997,24.629999,17.799999,34.299999,12.1,9.43,29.16,35.709999,23.68,21.139999,32,45,7.995
"959",20.5,6.77,36.18,82,36.5,8.295,82.349998,36.560001,14.64,1.18,49.459999,78.349998,24.59,17.860001,34.299999,12.2,9.34,29.1,35.529999,23.719999,21.040001,32.049999,44.900002,7.89
"960",20.700001,6.67,36.080002,81.099998,35.5,8.345,82.650002,37.16,14.54,1.19,48.93,78,24.32,17.34,34.299999,12.3,9.32,29.200001,35.77,23.9,20.92,31.25,45.099998,7.985
"961",20.450001,6.73,36.52,80.5,36,8.375,85.75,39.939999,14.8,1.19,49.509998,77.050003,24.84,17.6,34.299999,12.2,9.71,30.18,36.220001,24.16,21.16,32.150002,45.200001,8
"962",20.65,7.03,36.119999,81,36.400002,8.48,80.050003,38.560001,14.4,1.145,50.259998,77,25.120001,17.66,34.5,12.4,9.73,29.719999,36.279999,24.200001,21.24,32.450001,45.099998,8
"963",20.700001,6.78,35.779999,80,37.400002,8.545,80.349998,38.66,14.5,1.17,48.830002,75.699997,24.950001,17.940001,34.549999,12.4,9.56,29.9,36.68,24.280001,21.32,31.950001,44.900002,7.94
"964",19.74,6.64,35.98,79.199997,36.700001,8.475,78.699997,40.200001,14.5,1.15,47.650002,76.699997,24.83,17.82,34.450001,12.4,9.28,29.74,36.25,24.24,21.139999,31.75,44.599998,7.7
"965",19.52,6.54,36.419998,78.699997,38.900002,8.505,81.199997,38.66,14.3,1.16,46.169998,73.900002,24.75,17.959999,34.5,12.7,9.4,29.860001,36.220001,24.76,20.940001,31.15,43.799999,7.85
"966",18.700001,6.55,36.200001,78.400002,37.900002,8.475,80.550003,40.439999,14.3,1.165,46.07,70.300003,25.5,17.68,34.5,13.1,9.26,30.280001,36,24.34,21.18,31.25,43.799999,7.7
"967",18.08,6.42,34.720001,78,39,8.39,79.800003,37.82,14.5,1.13,46.470001,69.650002,26,17.48,34.5,13.3,9.06,29.98,35.68,24.200001,21.120001,31.35,44.099998,7.5
"968",18.24,6.36,34.459999,78,38.599998,8.325,81.5,38.240002,14.1,1.17,46.509998,67.800003,26.450001,17.5,34.299999,13.3,9.26,29.620001,35.959999,23.92,21,31.799999,43.799999,7.7
"969",17.620001,6.23,33.540001,76.5,38.799999,8.32,79.25,36.599998,14.08,1.12,45.57,65.050003,26.43,17.5,34.299999,13.4,9.25,29,35.470001,23.799999,20.719999,31.35,44,7.79
"970",17.34,6.23,33.060001,74,38.5,8.09,78.400002,35.860001,13.9,1.13,45.279999,63.700001,25.639999,17.379999,33.849998,13.3,8.97,28.52,34.919998,23.280001,20.48,30.35,43.799999,7.775
"971",17.459999,6.29,32.82,78.5,37.799999,8.32,81.5,36.560001,13.3,1.13,46.73,64.75,26.280001,17.700001,33.450001,13.3,8.92,28.5,35.080002,23.48,20.5,30.549999,43.400002,8.04
"972",17.42,6.18,32.400002,77.300003,37.5,8.3,79,35.259998,13.14,1.11,45.599998,65.349998,25.91,17.52,33.799999,13.1,8.88,28.559999,34.799999,23.42,20.66,30.85,43.200001,7.925
"973",17.66,6.21,33.060001,78.099998,38.299999,8.215,79.300003,35.5,12.6,1.12,44.200001,64.900002,25.6,17.799999,33.799999,13.3,8.88,28.280001,34.5,23.26,20.860001,30.5,42,8.085
"974",17.66,6.45,33.580002,80.5,37.5,8.395,80.050003,36.619999,12.2,1.105,43.990002,66.050003,25.76,17.639999,34.299999,13.2,8.98,28.280001,34.549999,23.66,20.5,30.1,41.799999,8.375
"975",17.540001,6.46,32.82,83.599998,37,8.25,79.75,35.439999,11.98,1.125,43.880001,65.300003,25.84,17.6,34.400002,13.2,8.89,28.24,34.259998,23.5,20.6,30.700001,40.099998,8.465
"976",17.42,6.51,32.900002,83.400002,37.099998,8.295,81.699997,35.380001,11.7,1.11,44.580002,72.900002,25.75,17.120001,34.400002,13.2,8.89,28.120001,34.66,22.92,20.719999,30.35,39.900002,8.59
"977",17.32,6.51,32.779999,86.5,37,8.23,84.550003,35.66,12.38,1.11,45.130001,72.699997,26.290001,17.799999,34.349998,13.2,8.93,28.540001,34.900002,22.379999,21.559999,30.65,40.099998,8.71
"978",17.68,6.49,32.52,91.5,36.400002,8.5,84.199997,36.119999,12.56,1.105,44.619999,73.900002,26.040001,18.200001,34.299999,13.2,9.07,28.4,34.849998,22.719999,21.879999,31.35,40.299999,8.705
"979",18.32,6.55,32.139999,88.5,36.700001,8.375,84.75,36.779999,12.38,1.105,45.189999,76.199997,26.82,18.26,34.400002,13.2,9.38,28.360001,35.130001,22.82,21.34,31.299999,40.299999,8.63
"980",17.42,6.59,31.92,88,36.099998,8.325,84.25,37.639999,12.18,1.12,44.66,74.550003,25.799999,18.18,34.099998,13.2,9.26,28.440001,34.41,22.5,21,30.700001,39.900002,8.275
"981",16.1,6.53,31.4,88,35.900002,8.205,82.5,37.18,12.1,1.065,43.48,70.550003,25.190001,17.559999,34.099998,13.1,9.24,28.5,34,22,20.84,30.299999,39.400002,8.305
"982",15.18,6.43,31.299999,85.900002,35.799999,8.09,82,36.639999,12,1.075,41.52,63,23.790001,17.280001,34.049999,13.1,8.99,28.559999,32.84,21.82,20.799999,29.75,39.599998,8.33
"983",15.52,6.49,30.860001,84.300003,35.599998,8.16,82,36.639999,11.9,1.08,43.099998,63.650002,23.98,16.68,34.299999,13.3,8.91,28.620001,32.98,21.82,21.08,29.25,39.200001,8.1
"984",14.9,6.38,29.780001,81.199997,35,7.935,77.849998,36.02,11.8,1.05,41.439999,61,23.120001,16.5,34.299999,13.2,8.85,28.4,32.200001,21.200001,20.98,27.6,37.400002,7.8
"985",15.46,6.46,29.540001,84.800003,33.5,7.975,80.75,37.66,11.4,1.07,41.869999,62,23.639999,17.16,34.299999,13,9,28.34,31.860001,21.26,20.940001,27.1,35.700001,7.805
"986",15.6,6.56,30.299999,86,33.299999,8.035,82.400002,39.48,11.36,1.08,41.959999,65.449997,24.389999,17.26,34.299999,13,9.03,28.780001,32.490002,21.34,21.26,27.299999,36.099998,7.92
"987",15.62,6.51,31.08,83.400002,33.400002,8.015,82.5,39.68,11.22,1.09,41.439999,65.699997,24.49,17.32,34.400002,13,8.84,28.1,31.74,21.08,21.280001,27.6,36.900002,8
"988",15.7,6.51,30.860001,83.800003,33.400002,8.005,81.949997,39.720001,11.04,1.075,41.889999,61.950001,24.799999,17.48,34.099998,12.9,8.89,28.48,32.310001,21.08,21.26,28.200001,35.299999,8.1
"989",15.14,6.47,29.940001,81,33.299999,7.94,81.300003,39.639999,10.6,1.07,40.98,59.200001,23.879999,17,33.099998,12.2,8.77,27.879999,31.889999,20.68,21.02,27.15,35.099998,7.85
"990",15.44,6.54,31.120001,83.599998,32,8.02,79.75,39,11,1.08,40.330002,60,23.82,16.879999,33.700001,12.3,8.75,28.9,32.529999,21,21.4,26.950001,34,7.77
"991",15.28,6.53,31.219999,83.800003,31.1,7.925,80.949997,39.080002,10.32,1.085,40.139999,60,22.719999,16.719999,32.799999,13,8.75,28.719999,30.34,20.84,21.120001,26.75,34,7.54
"992",14.8,6.48,30.34,80.5,31.6,7.81,78.099998,38.459999,10.12,1.04,38.709999,55.75,22.27,16.040001,32.900002,12.7,8.58,28.82,28.959999,20.4,20.9,25.799999,33,7.21
"993",15.22,6.52,29.6,79.900002,31.799999,7.75,79.099998,38.139999,9.95,1.05,37.959999,54.849998,21.299999,16.280001,33.650002,12.5,8.56,27.860001,28.23,20.1,20.860001,26.15,31.9,7.16
"994",14.78,6.5,29.5,77.599998,31.700001,7.715,78.099998,36.34,10,1.03,37.650002,53.450001,21.530001,15.78,33.200001,12.1,8.41,27.5,28.1,19.9,20.52,25.450001,32.5,6.88
"995",15.4,6.64,30.02,80.800003,31.200001,7.86,79.449997,37.240002,9.96,1,38.25,57.349998,22.200001,16.059999,34.5,12.1,8.38,27.620001,29.049999,20.280001,20.9,25.65,33.299999,7.11
"996",15.4,6.64,30.02,80.800003,31.200001,7.86,79.449997,37.240002,9.96,1,38.25,57.349998,22.200001,16.059999,34.5,12.1,8.38,27.620001,29.049999,20.280001,20.9,25.65,33.299999,7.11
"997",15.62,6.63,30.42,83.199997,33.599998,7.84,82.75,39.099998,10.22,1.01,39.369999,57.650002,22.41,16.559999,34.049999,12.1,8.67,27.66,28.790001,20,21.120001,26.85,34.799999,7.19
"998",15.56,6.59,30.040001,80,32.599998,7.86,81.75,38.040001,10.86,1.055,39.32,57.650002,22.82,16.879999,34.299999,11.8,8.72,27.68,29.620001,20.559999,21.16,26.85,33.200001,7.015
"999",15.96,6.63,30.719999,80.900002,32.599998,8,83.550003,38.939999,11.14,1.06,40.57,60.200001,23.450001,17.16,34.599998,11.9,9.25,27.780001,31.059999,20.620001,21.08,27.5,34.700001,7.36
"1000",16.16,6.74,31,84.800003,33,8.02,82.050003,39.139999,11.72,1.1,41.169998,62.450001,23.889999,16.5,34.75,11,9.43,28.139999,31.209999,20.66,21.299999,27.799999,36.200001,7.6
"1001",15.2,6.75,31.219999,81.5,32,8.015,82.949997,39.959999,12.6,1.16,40.599998,62.599998,23.93,16.219999,34.5,11.1,9.5,29,30.9,20.9,22.08,27.549999,37.400002,7.6
"1002",15.26,6.7,32.099998,81.099998,32.299999,8.025,85.800003,40.139999,13.04,1.175,41.23,66.5,24.049999,16.360001,34.650002,11.6,9.88,29.040001,31.17,21,22.4,28.4,40.599998,8.065
"1003",15.06,6.72,32.18,82.900002,32,8.085,85.949997,41.139999,12.76,1.18,40.799999,67.400002,23.940001,16.34,34.599998,11.5,10.1,29.34,30.73,20.9,22.24,28.65,42.5,7.915
"1004",15.5,6.7,32.119999,82.099998,31.700001,8.1,83.800003,41.740002,13.06,1.17,39.990002,67.25,23.709999,16.66,34.549999,11.5,9.98,29.58,30.200001,21.02,22.379999,28.700001,42.200001,7.73
"1005",15.76,6.53,31.540001,82.300003,31.5,7.975,82.150002,40.84,12.9,1.17,40.82,67.050003,23.15,16.26,34.75,11.5,9.82,29.26,29.5,20.959999,22.32,28.15,41.400002,7.715
"1006",16.700001,6.5,31.66,82.199997,32,7.94,81.150002,40.5,13.32,1.165,41.23,66.800003,23.190001,16.42,35,11.2,9.7,29.459999,29.700001,20.98,22.200001,28.799999,39.299999,7.74
"1007",17.08,6.4,32.080002,82.199997,31.9,8.045,80.75,41.700001,12.8,1.19,41.25,67.550003,23.780001,16.639999,34.599998,11.2,9.7,29.799999,30.389999,21.24,22.299999,29.450001,39.299999,7.765
"1008",16.860001,6.55,32.16,82.800003,31.5,8,82.5,42.5,13,1.25,41.290001,68.150002,23.74,16.6,34.450001,11,9.65,30,29.76,21.32,22.299999,29.5,39.400002,7.83
"1009",17.459999,6.59,32.900002,86.199997,31.799999,8.155,84,43.919998,13.22,1.31,42.650002,68.25,24.290001,16.719999,35.200001,11,9.5,30.32,30.610001,21.780001,22.52,30.299999,39.099998,7.915
"1010",17.16,6.64,32.599998,85.199997,31.9,8.115,84.199997,43.299999,14.26,1.305,42.5,69.699997,23.92,17.08,34.950001,11,9.4,30.299999,30,21.780001,22.440001,30.5,38.900002,7.81
"1011",17.1,6.56,32.32,85.400002,31.299999,8.105,85.099998,43.259998,14.06,1.29,42.16,70.300003,23.74,17.18,35.5,11,9.88,30.52,29.49,21.440001,22.58,30.4,40,7.8
"1012",17.4,6.51,32.5,84.5,31.299999,8.13,84.199997,43.700001,14.3,1.295,41.68,66.599998,24.26,17.02,35.599998,11,9.6,31.02,29.190001,21.48,22.68,31.049999,40.200001,7.8
"1013",17.42,6.52,32.82,87.599998,31.299999,8.125,85.5,44.18,14.22,1.3,41.790001,66.900002,23.98,17.08,35.549999,11,9.52,30.379999,29.059999,21.48,22.66,31.049999,40.700001,7.795
"1014",18.120001,6.46,33.299999,88.199997,31.299999,8.15,88,42.700001,14.38,1.3,42.380001,67.5,24.309999,17.42,35.849998,10.9,9.6,30.6,31.219999,21.620001,22.66,31.200001,40.200001,7.76
"1015",17.959999,6.55,32.66,86,31.5,8.085,87.050003,42.5,14.3,1.29,41.900002,65.449997,23.52,17.26,35.900002,11,9.26,30.719999,30.42,21.4,22.639999,31.25,40.200001,7.595
"1016",17.559999,6.59,32.66,85.5,31.299999,8.05,86,43.68,14,1.26,42.200001,68.349998,23.48,17.860001,36,11,9.33,30.799999,30.1,21.32,22.76,31.200001,40.200001,8.04
"1017",17.620001,6.71,32.959999,83.099998,32,8.03,86.800003,45,13.42,1.27,42.900002,68.550003,23.93,18.299999,35.900002,11,9.53,30.879999,30.73,21.379999,23.08,30.9,40.299999,7.88
"1018",18,6.68,32.860001,83.5,32.200001,7.975,85.5,44.619999,14,1.24,43.400002,67.900002,23.08,18.26,36.200001,11,9.65,31.26,30.4,21.18,23.1,30.6,40.200001,7.895
"1019",17.66,6.61,33.080002,85.099998,32,8.01,86,44.240002,14.08,1.23,42.77,68.25,23.290001,18.559999,35.299999,11,9.65,30.940001,31,21.6,23,30.4,40.200001,7.81
"1020",17.5,6.62,33.299999,85.5,32.799999,8.04,87.75,44.599998,13.84,1.225,43.060001,68.699997,23.15,19,35.25,10.7,9.41,31.32,31,21.58,23.18,30.25,41,7.795
"1021",17,6.64,33.34,84.800003,33,8.06,87.599998,45.060001,13.52,1.21,43.169998,68.849998,23.389999,18.639999,35.349998,11.1,9.4,31.4,31.709999,21.540001,22.879999,30.6,40.200001,7.87
"1022",17.120001,6.55,33.900002,84.199997,33.200001,8.22,86.949997,44.580002,13.86,1.205,45.220001,67.150002,23.620001,18.6,35.900002,11.1,9.33,31.219999,31.469999,21.52,23.18,30.450001,40.099998,7.965
"1023",16.780001,6.47,33.48,83.5,33.200001,8.245,84.099998,44.5,13.8,1.225,46,65.900002,22.110001,18,35.599998,11.1,9.03,31.42,31.27,21.040001,23,30.65,39,7.985
"1024",16.440001,6.46,33.52,81.099998,33.200001,8.19,83.199997,44,13.4,1.195,46,63.950001,21.879999,17.6,35.450001,11.1,8.9,30.700001,30.99,20.780001,22.780001,30.75,40,7.595
"1025",16.84,6.5,34.299999,83,32.200001,8.285,85.550003,44.279999,12.02,1.18,46.009998,64.800003,23,17.52,35.650002,10.6,8.93,30.26,31.82,21.139999,22.799999,30.700001,43,7.675
"1026",17.1,6.32,34.200001,81.300003,32,8.295,83.75,42.18,12,1.2,45.360001,67,22.690001,17.66,35.049999,10.7,9.06,30.040001,31.82,21.620001,22.68,30.6,43.700001,7.9
"1027",16.360001,6.06,34.439999,80.5,31.700001,8.26,84.25,41.959999,12.18,1.16,45.700001,68.099998,22.01,17.5,35,10.7,8.95,30.18,30.52,21.280001,22.440001,30.450001,43.099998,8.1
"1028",16.6,6.18,35.560001,81,32.400002,8.34,83.599998,42.84,12.52,1.185,46.290001,68.650002,22.51,17.4,35.049999,10.7,8.87,30.02,32,21.68,22.559999,30.299999,41.5,8
"1029",16.48,6.23,35.34,81.800003,33.099998,8.265,85.150002,42.700001,12.4,1.19,46.099998,68.300003,22.58,17.42,35.049999,10.8,8.8,30,32.02,21.48,22.440001,30,41.900002,7.83
"1030",16.26,6.38,34.02,80.599998,33.099998,8.3,85,43.18,12.06,1.195,45.959999,67.849998,22.65,17.459999,35,11.1,8.83,30.059999,31.98,21.6,22.440001,30,41.5,7.8
"1031",16.280001,6.38,35.040001,81.5,32.400002,8.385,86.199997,44.139999,12.42,1.18,46.400002,68.5,23.1,17.84,35.200001,11.3,8.89,29.860001,32.599998,21.4,22.639999,30.1,41.599998,7.88
"1032",16.360001,6.6,35.139999,79,33.099998,8.455,87.949997,41.419998,12.4,1.17,46.099998,68.199997,23,18.299999,34.450001,11.5,8.9,30.200001,31.6,21.48,22.559999,30.85,41.599998,7.855
"1033",16.379999,6.72,34.82,78,32.099998,8.82,88.849998,41,12.68,1.21,46.529999,67.550003,22.58,18.4,34.75,11.1,8.65,29.9,31.299999,21.219999,22.700001,30.549999,41.900002,7.91
"1034",16.66,6.71,34.34,77.400002,32.5,8.785,88.900002,40.919998,12.92,1.19,46,67.849998,22.450001,18.32,35.099998,11.4,8.78,29.76,31.34,21.379999,22.48,30.65,42.5,7.855
"1035",16.4,6.68,34.860001,77.300003,32.299999,8.745,89.550003,41.98,12.4,1.18,46.200001,70.550003,22.280001,17.559999,35.900002,11.5,8.67,29.98,31.1,21.280001,22.4,30.6,42,7.905
"1036",16.299999,6.58,34.900002,75.300003,32.200001,8.735,88.400002,41.759998,12.16,1.18,46.560001,69.25,22.42,17.299999,36.25,11.4,8.5,29.799999,31.99,21.139999,22.32,30.6,44,7.9
"1037",16.200001,6.53,34.84,74.400002,32.200001,8.665,87.900002,42.32,12.12,1.17,46.27,68.150002,22.42,17.4,35.049999,11.5,8.56,29.68,33.25,21.200001,21.82,29.950001,42.599998,7.86
"1038",16.4,6.5,35.560001,75.400002,32.200001,8.9,88.400002,42.240002,12.16,1.17,46.41,68.699997,22.65,17.4,35.400002,11.1,8.78,29.780001,33.27,21.4,21.799999,31,43.200001,7.87
"1039",16.26,6.48,35.259998,74.900002,32.900002,9.085,93.550003,42.48,12.28,1.19,46.380001,70.300003,22.290001,17.540001,35.950001,11.1,8.8,29.9,33.34,21.799999,21.940001,30.75,44.799999,7.98
